职位名称,薪酬,城市地区,工作经验要求,学历要求,关键词,公司名称,规模类型,公司标签
小郎酒销售代表（青山区）,8千-1.2万,武汉·青山区,1年,中技/中专,"节日福利
单休
社保
餐饮
食品
房地产
汽车
渠道销售
地推
销售代表
大客户销售",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品)
银行大堂引导员双休五险一金,4.5-4.6千,武汉·硚口区,1年,大专,"引导
宣传教育
情绪安抚
迎送服务
巡检
服务设备
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
有害生物防制员,8千-1.2万,广州·海珠区,3-4年,初中及以下,"包住宿
绩效奖金
全勤奖
节日福利
交通补贴
住房补贴
通讯补贴
普工
包装工
快递
清洁
农民工
搬运工
电工
有害生物防制
工地
操作工",广州粤洪经济发展有限公司,民营  |  少于50人,环保
小郎酒销售代表（汉口）,8千-1.2万,武汉·汉阳区,1年,中技/中专,"节日福利
单休
社保
餐饮
食品
房地产
销售代表
销售业务员
地推
团购",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品)
物理学/光学工程师,1.5-2.5万,深圳·宝安区,1年,硕士,"光学
物理学
英文口语
硕士
年终奖金
带薪年假
节日福利
五险一金
周末双休",恩立经济咨询（深圳）有限公司,外资（非欧美）  |  150-500人,贸易/进出口
建筑装饰深化设计技术员,8千-1万,绍兴,3-4年,本科,"五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
小郎酒销售代表(硚口区）,8千-1.2万,武汉·江汉区,1年,中技/中专,"节日福利
单休
缴社保
团建活动
年终奖金
销售
陈列
铺市
网点开发维护
订单沟通
氛围营造",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品)
物业保安,3.5-3.7千,福州·仓山区,1年,,"包吃
包住宿
保安
物业
安保
保安员
秩序维护
安全",福州天翔经济发展有限公司,民营  |  50-150人,娱乐/休闲/体育
有害生物防制员,6千-1.2万,佛山·禅城区,3-4年,高中,,广州粤洪经济发展有限公司,民营  |  少于50人,环保
小郎酒销售代表,8千-1.2万,武汉·汉阳区,1年,大专,"交通补贴
餐饮补贴
通讯补贴
节日福利
弹性工作
绩效奖金
带薪年假
全勤奖
渠道销售
直销销售
销售代表
销售人员
渠道业务员
业务员
业务员代表
牛奶销售
酒水销售
液态奶销售",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品)
物业保洁,3千及以下,福州·仓山区,无需经验,,包吃,福州天翔经济发展有限公司,民营  |  50-150人,娱乐/休闲/体育
有害生物防制员,6千-1万,广州·海珠区,3-4年,初中及以下,"五险一金
补充医疗保险
补充公积金
交通补贴
通讯补贴
绩效奖金
弹性工作
专业培训
年终奖金
餐饮补贴
操作工
维修
质检
包装
搬运
快递
水电工
建筑工地
杂工
有害生物防制",广州粤洪经济发展有限公司,民营  |  少于50人,环保
可视化组件研发工程师,1.2-2.4万·15薪,长沙,2年,本科,"双休
五险一金
通讯补贴
餐饮补贴
交通补贴
年终奖金
定期体检
专业培训
办公环境舒适",北大计算与数字经济研究院,事业单位  |  150-500人,计算机软件
小郎酒销售代表（江夏区）,8千-1.2万,武汉·江夏区,1年,中技/中专,"通讯补贴
节日福利
单休
社保
团建福利
带薪年假
餐饮
食品
渠道销售
直销销售
销售代表
业务员
销售人员
业务员代表
酒水销售",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品)
小郎酒市场督促,6-7千,武汉·武昌区,1年,大专,"节日福利
单休
缴社保
团建活动
年终奖金
销售跟进
市场支持
市场开拓
活动方案
陈列支持",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品)
招生带班老师,5-7千,青岛·市南区,1年,本科,"五险一金
交通补贴
餐饮补贴
通讯补贴
专业培训
绩效奖金
年终奖金",青岛兰德经济管理培训学校,民营  |  50-150人,教育/培训/院校
培训老师/会务助理,5-7千,青岛·市南区,无需经验,本科,"会务
会展
培训
老师
班主任
后勤
教育培训
五险一金
周末双休
绩效奖金
年终奖金
专业培训
带薪年假",青岛兰德经济管理培训学校,民营  |  50-150人,教育/培训/院校
前台行政文员,4-5千,珠海,1年,中技/中专,"电话接听
前台文员
五险一金
员工旅游
交通补贴
餐饮补贴
专业培训
绩效奖金
年终奖金
定期体检",珠海经济特区伟思有限公司,民营  |  150-500人,计算机软件
商贸招商项目经理（临港奉贤）,8千-1.5万,上海,3-4年,本科,"通勤班车
工作午餐
五险一金
定期体检
补充公积金
年终奖金
餐饮补贴
专业培训",上海临港奉贤经济发展有限公司,国企  |  50-150人,房地产
行政前台,4.5-5千,武汉·江汉区,无需经验,大专,"五险一金
年终奖
节日福利
平台好
氛围好
交通补贴
餐饮补贴
通讯补贴
绩效奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
薪税专员五险一金,3.5-6千,武汉·江汉区,2年,本科,"人力资源管理
税费申报
费用账单
差异核对
数据处理
寄送发票
财税
五险一金
年终奖金
双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
银行大堂引导员,4-4.5千,武汉·汉阳区,无需经验,大专,"引导
迎送服务
五险一金
年终奖金
节日福利",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
银行大堂助理,3.5-4.5千·13薪,武汉·硚口区,1年,大专,"营销
柜员
客服
接待
引导分流
五险一金
年终奖金
双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
商业运营经理,1-1.5万,武汉·江汉区,1年,大专,"房地产
运营
营销
地产
数据分析
五险一金
年终奖金
双休
武汉就近安排",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
法务合规专员,5-6千,武汉·洪山区,2年,本科,"法律
法学
五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
银行大堂引导员,4-4.2千·13薪,宜昌·西陵区,1年,大专,"柜员
接待
客服
宣传
引导分流
五险一金
年终奖金
双休
武汉就近安排",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
后端开发工程师,12-15万/年,武汉·武昌区,2年,本科,"计算机
svn
数据库设计
git
eclipse
功能开发
idea
设计
数据模型
运维
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
仓库管理员长白班,5-6千·13薪,武汉·东西湖区,3-4年,大专,"五险一金
年终奖
节日福利
平台好
氛围好
化工
审核
仓库
台账
商业管理
管理仓库
分区存放管理
仓位筹划
英语听说读写",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
咨询业务专员,5千-1万,上海·黄浦区,3-4年,本科,"销售
顾问
咨询
市场
项目
五险一金
员工旅游
绩效奖金
年终奖金
定期体检
餐费补贴",上海福卡经济预测研究所有限公司,民营  |  50-150人,学术/科研
需求分析师,13-15万/年,武汉,3-4年,本科,"需求分析师
uml
需求反馈分析
方案撰写
电力行业
计算机
需求分析
软件开发
产品设计
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
钢材销售+6K底薪,6-8千,南昌·红谷滩新区,1年,大专,"五险一金
专业培训
交通补贴
餐饮补贴
年终奖金
绩效奖金
销售代表
渠道销售
直销销售",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
客服专员 五险一金,4-6千,武汉,无需经验,大专,"五险一金
年终奖金
专业培训
绩效奖金
定期体检",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
司机包吃住交社保,4-6千,随州,5-7年,高中,"五险一金
年终奖金
司机
商务司机
行政司机
货运司机",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
售后技术支持工程师,6千-1万,广州,1年,大专,"五险一金
员工旅游
交通补贴
餐饮补贴
通讯补贴
绩效奖金
年终奖金
技术支持
网络工程
周末双休
带薪年假
年终双薪
奖金丰厚
交通补助
出差补贴
节日福利",珠海经济特区伟思有限公司,民营  |  150-500人,计算机软件
项目经理,4-6千,武汉·武昌区,3-4年,大专,"项目管理
施工
项目经理
项目主管
工程管理
建筑工程
五险一金
带薪年假
节日福利
年终奖金
补充医疗保险
项目奖金",武汉永信经济发展有限公司,民营  |  50-150人,建筑/建材/工程
理科编辑（数学编辑）,4.5-6千,武汉,2年,本科,"五险一金
周末双休
专业培训
节假日休",广东经济出版社有限公司,国企  |  50-150人,文字媒体/出版
银行大堂引导员,4-6千,武汉·洪山区,1年,大专,"柜员
客服
接待
宣传
引导分流
营销
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
驻点人事专员双休五险一金,5-5.5千·13薪,武汉·东湖新技术产业开发区,1年,大专,"人力资源
客户沟通
客情关系
服务
人力资源行业
服务报告
数据整理
酒店预订
劳动合同续签
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
技术经理,15-20万/年,武汉·武昌区,3-4年,本科,"mysql
java
数据库
oracle
springboot
postgresql
datahub
mongodb
redis
oss
五险一金
年终奖金
餐饮补贴
通讯补贴
专业培训
交通补贴
定期体检",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
银行大堂引导员,3.5-3.8千,咸宁,无需经验,大专,"引导
迎送服务
银行
五险一金
年终奖金
交通补贴
定期体检
餐饮补贴",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
党建文员,5-6千·13薪,武汉·洪山区,2年,本科,"宣传
接待
策划
新闻稿
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
彩超医师半天班,4-6千,武汉·江岸区,2年,大专,"体检中心
超声
X射线机
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
湖北分销副总经理,15-20万/年,武汉·江岸区,3-4年,本科,"五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
银行大堂引导员,4.5-4.6千,武汉·硚口区,1年,大专,"管理
引导
宣传教育
情绪安抚
巡检
服务设备
迎送服务
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
退休人员销售,5千-1万,上海·黄浦区,5-7年,大专,"五险一金
员工旅游
绩效奖金
年终奖金
定期体检
餐费补贴
产品销售
退休返聘
市场开发
客户维护",上海福卡经济预测研究所有限公司,民营  |  50-150人,学术/科研
湖南分销副总,1.5-1.7万,长沙,5-7年,本科,"经销商
智能终端
电子通信
运营商关系
五险一金
年终奖
节日福利",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
技术经理,15-20万/年,武汉·武昌区,3-4年,本科,"java
springboot
软件研发
数据库
oracle
mysql
技术架构选型
反射
springcloud
mongodb
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
招投标工程师,1-1.1万,武汉·江汉区,5-7年,本科,"五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
置业顾问,6千-1.2万,武汉·武昌区,3-4年,大专,"五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
人事外包项目巡视专员（出差）,4-6千·13薪,武汉·江汉区,2年,本科,"考勤
劳务派遣
人才发展
薪酬绩效
员工关系
hrbp
五险一金
年终奖金
双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
售楼部收银员,5-5.5千·13薪,武汉·武汉经济开发区,1年,大专,"会计
房地产
收银
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会)
