职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
费用会计(J11074),深圳市首航新能源股份有限公司,1.2-1.7万·13薪,,,,办公软件,计算机软件,,已上市  |  500-1000人
销售会计（应收应付）,珠海天威飞马打印耗材有限公司,4-5.5千,,,,五险一金,医疗设备/器械,,民营  |  50-150人
会计,重庆南岸保时捷中心,15-30万/年,,,,做五休二,多元化业务集团公司,,国企  |  150-500人
会计,泸州巴蜀液酒业（集团）有限公司,7-8千·13薪,,,,五险一金,专业服务(咨询、人力资源、财会),,国企  |  150-500人
应付会计,广州市领航食品有限公司,5-8千,,,,财务,机械/设备/重工,,已上市  |  150-500人
会计,广东志桂设备租赁有限公司,8千-1万·14薪,,,,绩效奖金,医疗设备/器械,,民营  |  少于50人
会计,国信铁路实业（河南）有限公司,8千-1.2万,,,,行政事业单位,计算机软件,,民营  
应收会计,复星诊断科技（上海）有限公司,3-5千,,,,会计,批发/零售,,民营  |  50-150人
会计,东莞市科恒手板模型有限公司,6-8千,,,,账账,原材料和加工,,已上市  |  1000-5000人
集团：会计主管（城市更新）,广东中天实业投资集团有限公司,5-6千,,,,餐饮补贴,印刷/包装/造纸,,民营  |  150-500人
会计专员,昆山真金食品有限公司,5-8千,,,,财务,制药/生物工程,,民营  |  少于50人
总账会计,欣旺达电动汽车电池有限公司,1-1.8万·15薪,,,,财会,汽车零配件,,民营  |  150-500人
财务会计专员,武汉格珞博金属工程有限公司,1-1.5万,,,,会计,计算机软件,,民营  |  少于50人
往来会计,浙江帕茨精工股份有限公司,6千-1.2万,,,,会计,原材料和加工,,民营  |  50-150人
海外会计,深圳市迈测科技股份有限公司,5-6.5千,,,,会计,机械/设备/重工,,民营  |  50-150人
成本会计,武汉锐进铁路发展有限公司,5-8千,,,,财务,多元化业务集团公司,,民营  |  50-150人
全盘账会计,广东沃腾科技有限公司,6千-1.2万,,,,资金专员,新能源,,外资（欧美）  |  50-150人
全盘会计,湘潭固可得制造有限公司,4-6千,,,,会计,金融/投资/证券,,民营  |  50-150人
会计助理,澳大利亚威特豪斯(白马)国际集团,8千-1.5万,,,,财务,计算机软件,,民营  |  150-500人
财务会计储备干部,湖北仓部电子有限公司,6-8千,,,,会计,医疗设备/器械,,民营  |  50-150人
电商会计,深圳市至拙电器科技有限公司,5-6.5千,,,,会计,医疗/护理/卫生,,民营  |  50-150人
成本会计,江苏烽禾升智能科技有限公司,6-9千,,,,会计,家具/家电/玩具/礼品,,民营  |  500-1000人
会计主管,珠海市中成税务师事务所有限公司,4.5-6千,,,,五险一金,多元化业务集团公司,,民营  |  500-1000人
成本会计主管,广州市专意唯生物科技有限公司,5-6.5千·13薪,,,,出纳,批发/零售,,民营  |  少于50人
费用会计,昆山东利新材料科技有限公司,4.5-6千,,,,会计,建筑/建材/工程,,民营  |  150-500人
成本会计,江苏烽禾升智能科技有限公司,5-7千,,,,会计,新能源,,民营  |  1000-5000人
材料会计(J11955),利元亨（博罗）智能机械有限公司,4-6千,,,,财务,建筑/建材/工程,,民营  |  50-150人
会计,中浦德能科技股份有限公司,6-8千,,,,财务,建筑/建材/工程,,民营  |  150-500人
会计,上海嘉荣投资管理有限公司,25-50万/年,,,,财管,会计/审计,,民营  |  50-150人
会计,辽宁同飞玺铭会计师事务所有限责任公司,5-8千,,,,财务,计算机软件,,民营  |  50-150人
总账会计,广州市名花香料有限公司,6-8千·13薪,,,,上海启腾电气股份有限公司,电子技术/半导体/集成电路,,民营  |  少于50人
税务会计,石狮大长江红星汽车销售服务有限公司,6-8千,,,,财务,建筑/建材/工程,,民营  |  150-500人
总账会计,中山市商贤电器科技有限公司,5-6千,,,,会计,贸易/进出口,,民营  |  500-1000人
应收会计/财务/总账会计,江苏艾菲特环保材料有限公司,6-8千,,,,五险一金,生活服务,,民营  |  1000-5000人
会计专员,西安心桥企业管理咨询有限公司,6-9千·14薪,,,,会计,快速消费品(食品、饮料、化妆品),,民营  |  150-500人
高级会计,波勒过滤系统（上海）有限公司,6-6.5千·14薪,,,,五险一金,汽车,,外资（欧美）  |  500-1000人
应收应付会计,朝一蛋品（上海）有限公司,6-8千,,,,会计,快速消费品(食品、饮料、化妆品),,外资（非欧美）  |  1000-5000人
项目会计,昌建建设集团有限公司,5-7千,,,,五险一金,服装/纺织/皮革,,民营  |  500-1000人
出纳会计,苏州声芯电子科技有限公司,8千-1.2万,,,,往来账核对,制药/生物工程,,民营  |  150-500人
会计助理,深圳市美大科技有限公司,5-8千,,,,财务,汽车,,国企  |  10000人以上
项目结算会计,皖建生态环境建设有限公司,4-6千·13薪,,,,五险一金,原材料和加工,,民营  |  150-500人
会计助理,重庆硕盈峰新能源科技有限公司,5-6千,,,,会计,汽车,,民营  |  50-150人
会计助理,上海赛夫保安服务有限公司,3-4.5千,,,,带薪年假,专业服务(咨询、人力资源、财会),,创业公司  |  少于50人
会计,沈阳三生制药有限责任公司,5-8千,,,,包三餐,医疗设备/器械,,民营  |  少于50人
财务会计,广州俪妍化妆品技术有限公司,4-6千,,,,会计,汽车,,民营  |  50-150人
会计助理,武汉中天鑫源物流有限公司,5-8千,,,,会计,汽车,,合资  
往来会计,深圳市先智物联科技有限公司,,,,,节日福利,,,
会计助理,上海赛夫保安服务有限公司,,,,,专业培训,,,
财务会计,广州俪妍化妆品技术有限公司,,,,,应收,,,
会计员,广东生和堂健康食品股份有限公司,,,,,补充医疗保险,,,
管理会计,苏州麦迪斯顿医疗科技股份有限公司,,,,,费用报销,,,
会计,上海融邦医疗器械有限公司,,,,,会计助理,,,
会计岗（信息化建设）,杭州市临空建设投资集团有限公司,,,,,会计,,,
总账会计-复核,华润医药商业集团有限公司武汉共享中心,,,,,泸州巴蜀液酒业（集团）有限公司,,,
成本会计,大金重工股份有限公司,,,,,绩效奖金,,,
会计主管,胜安（杭州）信息技术咨询服务有限公司,,,,,租赁,,,
全盘会计,深圳市七彩虹禹贡科技发展有限公司,,,,,会计,,,
会计助理,佛山市鑫至达不锈钢有限公司,,,,,应收开票,,,
财务会计,湖北菲利华石英玻璃股份有限公司,,,,,东莞市科恒手板模型有限公司,,,
总账会计,常州市华健药用包装材料有限公司,,,,,财务,,,
财务会计专员,广东万药科技有限公司,,,,,财务,,,
会计主管/安亭,上海天德勤汽车零部件有限公司,,,,,账务处理,,,
财务会计 外贸财务 跨境电商会计,昆山思比帝信息科技有限公司,,,,,周末双休,,,
会计经理/会计主管,重庆千润新材料科技有限公司,,,,,往来会计,,,
应付会计兼出纳,上海艾枫机电设备有限公司,,,,,英语,,,
会计,绿能碳汇（集团）有限公司,,,,,成本分析,,,
财务主管会计,常州创明超电材料科技有限公司,,,,,财务主管,,,
会计,云南田园牧歌投资集团有限公司,,,,,包吃,,,
会计,嘉兴嘉赛信息技术有限公司,,,,,五险一金,,,
往来会计,卫圣康医学科技（江苏）有限公司,,,,,审计,,,
会计经理/会计主管,武汉大学城医院有限责任公司,,,,,五险一金,,,
往来应付应收会计,东莞市商斯迈智能科技有限公司,,,,,五险一金,,,
税务会计,广东奥克莱集团有限公司,,,,,五险一金,,,
成本会计（会计助理）,广州博杨生物科技有限公司,,,,,成本核算,,,
会计助理,杭州亿弘实业有限公司,,,,,报销,,,
会计,宿迁阿特斯阳光电力科技有限公司,,,,,五险一金,,,
成本会计,湖北鑫财丰建设工程有限公司,,,,,初级会计师,,,
会计师,广东九潮集团有限公司,,,,,会计,,,
注册会计师,上海中佳永信会计师事务所有限公司,,,,,会计,,,
会计,深圳市东八实业有限公司,,,,,财务,,,
会计,浙江创邦照明科技有限公司,,,,,财务,,,
税务会计,广东九潮集团有限公司,,,,,税务,,,
会计助理(双休+五险一金+免费三餐),宁波艾科制冷工程有限公司,,,,,总账会计,,,
会计,北京润宏保安服务有限公司,,,,,会计,,,
成本会计,昆山真金食品有限公司,,,,,财务报表,,,
资金会计,宁波北仑艾尔希汽车有限公司,,,,,总账会计,,,
总账会计,南侨食品集团（上海）股份有限公司,,,,,五险一金,,,
销售会计,重庆校贝贝服饰有限公司,,,,,会计,,,
应付会计,江苏鹍远生物科技股份有限公司,,,,,五险一金,,,
费用会计-东风设计院,东风汽车集团股份有限公司,,,,,深圳市美大科技有限公司,,,
会计,成都俊马密封科技股份有限公司,,,,,会计,,,
会计专员,陕西骏威汽车销售服务有限公司,,,,,五险一金,,,
会计助理.,南京远朝财务管理咨询有限公司,,,,,五险一金,,,
成本会计,河南正场健康管理有限公司,,,,,会计,,,
会计,新余市聚宏汽车贸易有限公司,,,,,成本核算,,,
总账会计,乐昌市鑫东穗汽车用品有限公司,,,,,节日福利,,,
进出口退税会计（福永）,,,,,,带薪年假,,,
会计（五险+包吃包住）,,,,,,五险一金,,,
会计,,,,,,成本核算,,,
财务会计（地点：钟祥柴湖）,,,,,,财务,,,
出纳会计专员,,,,,,会计,,,
资金会计,,,,,,财务,,,
会计,,,,,,sql,,,
会计经理/会计主管,,,,,,总账,,,
主办会计,,,,,,五险一金,,,
费用会计,,,,,,员工旅游,,,
沟通会计,,,,,,erp系统,,,
会计助理,,,,,,购***,,,
财务会计专员,,,,,,财务,,,
物业会计,,,,,,erp,,,
总账会计-入职五险一金,,,,,,财务,,,
注册会计师,,,,,,财务,,,
会计,,,,,,财务会计,,,
成本会计,,,,,,会计,,,
财务会计,,,,,,办公软件,,,
会计专员,,,,,,会计核算,,,
会计主管,,,,,,五险一金,,,
出纳会计,,,,,,会计,,,
总账会计主管,,,,,,会计,,,
总账会计,,,,,,应付账款,,,
执业注册会计师,,,,,,五险一金,,,
