职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
仓库管理员,凯雷德智能装备（苏州）有限公司,4.5-6千,宿迁,大专,3-4年经验,凯雷德智能装备（苏州）有限公司,机械/设备/重工,"岗位职责：1、管理仓库运作团队，确保收货、包装、发货等流程正常进行；2、执行和完善仓库的规章制度、规范作业标准及流程，提高效率，降低成本；3、科学管理货品库位，提出改进方案，保证仓库***化的使用率；4、有效配合公司整体业务运作需求；5、监督执行盘点工作和结果分析，并提出改进方案；6、对承运商的协同管理。任职资格：1、25-40周岁，大专及以上学历，物流、供应链类相关专业优先；2、至少三年以上物流仓储相关领域工作经验，有制造型企业相关工作经验者优先考虑；3、熟悉物流仓储作业流程，熟悉相关物流设备的使用和维护规范，有ERP系统操作经验；4、较强的解决问题和沟通的能力，熟练使用基本的办公管理软件；5、具备较强的责任心和团队精神，能吃苦耐劳，能承受一定工作压力；6、会开叉车。工作时间：08:00-12:00,13:00-17:00***，提供免费工作餐入职即缴纳五险一金",民营  |  少于50人
PM项目管理,盛泰光电科技股份有限公司,8千-1.4万,,,,补充医疗保险,电子技术/半导体/集成电路,,民营  |  1000-5000人
基建管理科长,鸿日汽车（金寨）有限公司,8千-1.6万,深圳-光明区,本科,3-4年经验,五险一金,汽车,岗位职责：1、负责总公司浆站管理制度文件体系建设、维护以及执行；2、负责指导协助浆站质量体系文件建设、维护、完善；负责浆站审计、专项检查；3、负责组织协调浆站验证工作，指导验证执行；4、负责和总公司相关的浆站偏差、变更事件的处理；5、负责组织浆站法规培训、学习；6、负责浆站行业管理情况的了解，法规趋势的收集，及时指导浆站完善优化管理等。,民营  |  1000-5000人
项目管理工程师,广州海同工业技术有限公司,8-12万/年,,,,项目管理,机械/设备/重工,,民营  |  150-500人
融资管理岗,九州通医药集团股份有限公司,7千-1万,成都-成华区,本科,3-4年经验,融资,制药/生物工程,1.负责城市轨道交通等方面培训项目全流程管理，包括培训市场挖掘及客户维护，培训策划，课程体系、师资库等培训资源建设和管理、培训执行与交付等工作；2.负责制定培训项目的策划方案，寻找培训亮点并做好宣传素材搜集，做好培训外宣工作。任职要求：1.大学本科及以上学历；2.2年及以上相关工作经历；3.熟悉培训业务组织流程；4.具备较强的沟通协调能力，具备主动工作能力和高度的工作责任心，亲和力突出、服务意识强。,民营  |  10000人以上
金融专员，大客户资产管理,北京链家置地房地产经纪有限公司,6千-1.2万,,,,补充医疗保险,中介服务,,民营  |  10000人以上
劳务管理员,中建安装集团有限公司西安分公司,5-8千,茂名,硕士,1年经验,劳务管理,建筑/建材/工程,岗位职责：1、管理和监控单位科研项目的执行情况，定期完成科研实施情况分析及项目进展反馈；2、建立完善创新研发项目管理体系、修订创新研发项目管理制度和流程，跟踪研究国家科技政策，支撑研发管理机制改革；3、及时跟踪国家政策与申请各类科技创新项目与平台资质，撰写和整理申报材料，4、参与科技课题过程管理，包括实施情况、实施进度、经费使用、中期评估、结题验收等、协助公司领导推进项目落实等工作。5、完成领导交办的其它工作。任职条件：1、硕士研究生及以上学历，化工相关专业；2、有1年以上项目申报管理经验者优先；1.具备科研项目申请及管理的相关经验，有良好的项目书写、审核功底；2.对项目过程管理及项目经费的管理具有丰富的经验；3.熟悉各政府部门及各类项目申报的要求；4.有较强的沟通协调和团队协作能力。,国企  |  1000-5000人
设备管理员,宁波斯贝科技股份有限公司,7-9千,杭州,本科,无需经验,五险一金,机械/设备/重工,,民营  |  1000-5000人
新能源动力部品质量管理-猛士科技,东风汽车集团股份有限公司,1.5-2.5万,广州-黄埔区,大专,3-4年经验,东风汽车集团股份有限公司,汽车,"岗位职责：1.做好供应商质量管控，确保来料品质及物料改善、优化，了解行业内品质水准，不断提升物料品质合格率。2.负责供应商评审，稽核，辅导等管理工作；3.主导物料异常处理，来料，制成，客诉，售后物料异常处理；4.不良原材MRB，对供应商进行索赔,针对严重不良，向供应商提出8D要求，并跟踪纠正措施有效性；5供应商绩效评定以及质量改善推动；6.新供应商导入评估及审厂；7.负责物料可制造性及物料风险评估，降低隐患；8.与供应商召开品质会议；9.负责物料检验标准的建立和优化；10.负责供应商品质协议梳理，更新，优化及风险评估。任职要求：1.能随时把握行业标准的更新情报，运用到质量保证体系的管理；2.良好工程分析能力和英语读写能力，较强的策划组织管理能力；3.有委外加工生产的相关工作经验；4.持有C1驾照，能够吃苦耐劳者优先。",国企  |  10000人以上
转基因项目管理,南京腾亚实业集团有限公司,1.2-2万,,,,项目经理,建筑/建材/工程,,民营  |  50-150人
招聘管理员,宁夏宝丰集团有限公司,7千-1万,杭州-西湖区,本科,1年经验,公寓式住宿,多元化业务集团公司,"岗位职责:1．健全并落实公司关于员工关系管理的规章制度及流程体系；2．防范劳动风险，处理员工劳动争议及劳动纠纷等劳动关系管理事项；3．负责公司员工各项入转调离和人事服务（如：员工落户、工作签证办理，申办政府人才项目等）；4．持续梳理和完善人力运营工作的制度和流程，输出标准化工作流程和操作手册，确保合法合规，流程高效以及良好的员工体验5．搭建员工沟通渠道，快速解决员工的疑问及诉求，参与企业文化建设工作，传递公司文化。任职要求:1.	***硕士研究生及以上学历，法律或人力资源管理专业优先；2.	3年及以上金融行业员工关系管理相关工作经验；3.	理论基础扎实、有丰富的实操经验，落地性强；4.	自我驱动力强，人际敏感度高，善于整合资源，具有良好团队合作意识；5.	原则上40周岁以下，中共党员。",民营  
仓库管理员,澳兰黛（上海）生物科技有限公司,3-5千,杭州-萧山区,本科,1年经验,员工旅游,计算机软件,岗位描述：1、每周负责制作商品畅滞销分析表，门店补货表，调拨表等表格；2、负责各店铺上货、补单、配货、调货、退换货的管理；3、负责分析店铺的销售与库存，给予店铺营业方面的指导与建议；4、负责店铺、人员、物品等资料的更新维护；职位要求：1、本科及以上学历，有相关工作经验1年以上，有零售门店经验者优先2、熟练使用EXCEL，有百胜系统操作经验者优先3、工作仔细，有较强的逻辑分析能力，具有良好的沟通协调能力上班时间：8:30-17:30周末大小休,民营  
仓库管理员（昊元商业）,上海市供销合作总社,3-4千,上海-徐汇区,硕士,1年经验,餐饮补贴,多元化业务集团公司,1.取得国内外知名法律院校法学专业学士或法学（法律）硕士学位；2.具有一年以上大型律师事务所公募REITs、资产证券化等资产管理项目经验；3.取得律师资格证，持有律师执业证为加分项；4.事业心强，工作努力勤奋、细致认真，刻苦钻研的精神、良好的沟通能力及团队合作意识；5.热爱律师行业。,国企  |  500-1000人
仓库管理员,慕乐汽车零部件（常熟）有限公司,5-7千,,,,社会保险,汽车零配件,,民营  |  150-500人
线路管理员,江苏科盾管道建设工程有限公司,5-6千,遂宁,大专,1年经验,包吃住,石油/化工/矿产/地质,岗位职责：1、按规定严格执行入库手续，应按规定严格执行入库手续，物料或成品进仓过程，要核实数量、规格、种类、批次是否与货单一致，物料入库时还要核对是否按采购订单的数量和要求的交货日期交货；2、入库的物料和成品应分类放整齐，并设物料卡，标识清楚；3、存货入库后应及时入账，准确登记；4、领用物料部门应开具领料单，仓管员应按物控审核无误的领料单和先进先出的原则发料；5、仓管员应坚持日清月结，凭单下账，不跨月记账，按时上交报表，做到账、物、卡一致；6、仓管员要定期做好盘点工作，每日更新仓库库存看板，每日核对系统与实物，保证帐卡物一致。计算仓库内现有的物料种类与数量，掌握和明了库存的实际情况，作为采购或进货的参考；7、要妥善保管好原始凭证，账本以及各类文件，要保守商业秘密，不得擅自将有关文件带出厂外；仓库现场内务整顿清洁清扫维护责任区域5S，确保仓库干净卫生整洁。岗位要求：1、大专以上；2、有1年以上库房管理经验；3、工作态度良好，对数据敏感。,民营  |  150-500人
快递仓库管理员,云南勐彝古茶茶业有限公司,3千及以下,常州,中技/中专,2年经验,云南勐彝古茶茶业有限公司,快速消费品(食品、饮料、化妆品),"1.中专以上学历,电子类相关专业,熟悉仓库操作流程,电脑操作熟练,二年以上工作经验。2.负责成品仓库物品的收发、入账；3.细心踏实责任性强，能加班。4.有叉车证优先考虑。",民营  
合约管理部工作人员,上海马桥人力资源咨询服务有限公司,5-6千,榆林,本科,3-4年经验,房屋租赁,政府/公共事业,往届生要求：1.本科及以上学历，专业符合要求；2.年龄40周岁及以下；3.从事相关专业技术工作5年及以上.4.有化工行业工作经验者优先聘用。应届生要求：1。本科一批学历；2.专业符合要求。,国企  
